content	x	y	w	h	
Responsive	1346	306	320	64	
Service	1698	293	217	68	
.	1915	285	16	75	
R.	570	446	44	32	
He	664	444	55	33	
is	733	444	27	32	
not	775	443	61	33	
here	852	442	80	32	
:	943	441	7	33	
for	973	441	51	32	
he	1041	440	43	33	
is	1099	439	25	33	
risen	1141	439	89	32	
,	1238	438	7	33	
as	1264	437	33	33	
he	1316	437	40	32	
said	1372	436	73	32	
.	1453	435	5	33	
Come	1500	435	105	32	
,	1608	433	8	33	
see	524	494	56	39	
the	597	492	61	40	
place	675	491	101	39	
where	794	489	116	39	
the	926	487	61	40	
Lord	1007	486	93	39	
lay	1114	485	59	39	
.	1177	484	10	40	
Singing	568	555	146	41	
The	795	553	76	42	
Stone	890	553	105	41	
is	1014	552	27	42	
Rolled	1060	552	127	41	
Away	1208	551	107	41	
,	1319	550	8	42	
"	1335	550	16	42	
p	1373	550	20	42	
.	1401	549	6	42	
13	1432	549	41	42	
.	1473	549	10	42	
66	760	561	24	11	
THE	866	666	97	30	
ASCENSION	994	664	266	29	
.	1269	661	9	31	
Acts	929	734	75	32	
,	1008	734	7	32	
c	1036	734	14	32	
.	1055	734	8	32	
i	1081	734	16	32	
.	1096	734	7	32	
,	1111	735	9	32	
v	1138	735	20	32	
.	1163	735	7	32	
3	1190	735	22	32	
.	1215	735	8	32	
L.	573	804	43	41	
To	662	802	50	42	
whom	728	801	114	41	
also	859	800	71	41	
[	945	799	19	42	
i	963	798	14	42	
.	977	798	9	42	
e	998	798	15	42	
.	1014	798	10	42	
,	1030	798	9	42	
his	1056	797	53	42	
apostles	1123	796	152	41	
]	1279	794	16	42	
He	1309	794	56	41	
showed	1378	793	144	40	
him	1535	791	72	41	
self	527	839	70	49	
alive	609	839	89	49	
after	714	839	90	49	
his	821	839	54	49	
passion	890	839	138	49	
by	1049	839	45	49	
many	1112	839	105	49	
infallible	1231	839	174	49	
proofs	1421	839	117	49	
,	1544	839	7	49	
be	1567	839	44	49	
ing	526	884	64	57	
seen	606	884	82	57	
of	704	884	43	57	
them	758	884	96	57	
forty	872	884	92	57	
days	982	884	85	57	
,	1073	884	6	57	
and	1101	884	69	57	
speaking	1187	884	173	57	
of	1376	884	37	57	
the	1427	884	58	57	
things	1504	884	119	57	
pertaining	527	940	201	37	
to	744	935	38	41	
the	798	934	62	41	
kingdom	876	933	169	37	
of	1063	929	40	41	
God	1116	928	80	40	
.	1200	927	14	41	
Luke	824	1010	93	34	
,	917	1010	9	34	
c	947	1010	15	34	
.	967	1010	9	34	
xxiv	993	1010	82	34	
.	1078	1010	9	34	
,	1092	1010	9	34	
v	1120	1010	20	34	
.	1144	1010	7	34	
50	1172	1010	43	34	
to	1230	1010	30	34	
52	1278	1010	43	34	
.	1322	1010	9	34	
R.	574	1086	44	26	
And	667	1081	82	37	
he	772	1079	44	38	
led	835	1079	58	38	
them	915	1078	93	37	
out	1034	1077	61	38	
as	1115	1076	35	38	
far	1173	1076	49	37	
as	1245	1075	33	38	
to	1303	1074	34	38	
Bethany	1360	1074	160	37	
,	1523	1072	9	38	
and	1553	1072	71	38	
he	528	1127	44	36	
lifted	587	1126	103	36	
up	709	1124	46	37	
his	773	1123	54	37	
hands	846	1122	114	36	
,	964	1120	7	37	
and	993	1120	70	36	
blessed	1081	1119	135	35	
them	1235	1117	94	36	
.	1336	1115	9	37	
L.	576	1175	40	27	
And	665	1172	84	42	
it	768	1169	31	45	
came	816	1168	98	43	
to	932	1165	38	45	
pass	990	1164	79	44	
,	1075	1162	6	45	
while	1103	1162	103	43	
he	1227	1159	45	44	
blessed	1291	1157	135	43	
them	1449	1154	95	42	
,	1549	1151	7	45	
he	1580	1151	45	44	
was	528	1220	70	39	
parted	613	1218	127	38	
from	756	1215	87	38	
them	863	1214	95	37	
,	964	1212	7	40	
and	993	1211	71	39	
carried	1081	1210	132	38	
up	1232	1207	46	40	
into	1297	1206	75	39	
heaven	1390	1204	136	38	
.	1529	1202	12	40	
R.	574	1261	48	39	
And	666	1259	83	39	
they	773	1258	87	39	
worshipped	874	1256	225	37	
him	1124	1253	74	39	
,	1204	1252	7	40	
and	1233	1251	69	39	
returned	1327	1250	168	38	
to	1516	1247	38	40	
Je	1568	1246	45	40	
rusalem	530	1301	150	38	
with	700	1302	86	37	
great	803	1303	98	38	
joy	913	1304	63	37	
.	980	1304	9	37	
Acts	933	1381	75	33	
,	1009	1381	7	33	
c	1037	1381	15	33	
.	1058	1381	8	33	
i	1084	1381	17	33	
.	1099	1381	9	33	
,	1113	1381	9	33	
v	1142	1381	20	33	
.	1166	1382	7	33	
9	1191	1382	24	33	
.	1216	1382	9	33	
I.	576	1448	45	39	
And	668	1447	82	39	
when	764	1446	100	39	
he	881	1445	41	40	
had	939	1444	67	40	
spoken	1021	1443	135	39	
these	1171	1442	96	39	
things	1282	1441	118	39	
,	1406	1440	6	40	
while	1428	1440	104	39	
they	1545	1439	85	39	
beheld	532	1497	125	39	
,	664	1494	7	41	
he	688	1494	45	40	
was	746	1493	70	40	
taken	834	1492	105	39	
up	958	1489	47	41	
;	1017	1489	9	41	
and	1053	1488	69	40	
a	1142	1486	19	41	
cloud	1176	1486	103	40	
received	1297	1484	160	39	
him	1475	1481	71	40	
out	1566	1480	64	40	
of	530	1536	43	35	
their	588	1536	92	36	
sight	696	1538	97	36	
.	796	1539	8	35	
Singing	578	1606	148	39	
:	735	1604	14	41	
"	773	1604	24	41	
Chime	809	1603	124	40	
On	954	1602	53	40	
,	1014	1601	6	41	
Sweet	1044	1601	113	40	
